Debit horaire;Heure;Etat trafic;Taux d'occupation
47.0;22;Fluide;0.65111
0.0;22;Fluide;0.47611
0.0;22;Pré-saturé;26.0
0.0;22;Pré-saturé;25.05722
0.0;22;Pré-saturé;16.05278
160.0;22;Fluide;2.29222
0.0;22;Fluide;7.88111
11.0;22;Fluide;4.075
104.0;22;Fluide;1.29722
0.0;22;Fluide;1.33445
104.0;22;Fluide;1.67889
50.0;22;Fluide;2.10056
35.0;22;Fluide;0.605
35.0;22;Fluide;0.67389
0.0;22;Fluide;0.18222
0.0;22;Fluide;0.29556
109.0;22;Fluide;1.27889
109.0;22;Fluide;1.08167
0.0;22;Fluide;1.93833
68.0;22;Fluide;0.79555
97.0;22;Fluide;3.51
0.0;22;Fluide;0.87167
58.0;22;Fluide;0.69778
252.0;22;Fluide;0.77945
457.0;22;Fluide;3.85445
5743.0;22;Pré-saturé;23.5
0.0;22;Fluide;1.28611
0.0;22;Fluide;5.67833
433.0;22;Fluide;5.23722
0.0;22;Fluide;0.39445
449.0;22;Fluide;9.40667
2576.0;22;Fluide;8.5
5662.0;22;Pré-saturé;17.8
208.0;22;Fluide;4.11111
208.0;22;Fluide;1.08
160.0;22;Fluide;0.20445
0.0;22;Fluide;2.14945
0.0;22;Fluide;3.36778
690.0;22;Fluide;11.02778
363.0;22;Fluide;8.07167
626.0;22;Fluide;11.75834
523.0;22;Pré-saturé;17.84945
418.0;22;Pré-saturé;15.38833
1454.0;22;Inconnu;0.0
523.0;22;Inconnu;0.0
0.0;22;Fluide;0.24833
276.5;22;Inconnu;0.0
452.0;22;Fluide;5.61056
316.0;22;Fluide;8.30556
165.0;22;Fluide;0.445
432.0;22;Inconnu;0.0
266.0;22;Fluide;3.155
314.0;22;Fluide;6.51722
366.0;22;Fluide;0.64778
361.0;22;Fluide;5.74278
704.0;22;Fluide;3.20889
394.0;22;Fluide;5.40944
538.0;22;Fluide;8.46111
394.0;22;Fluide;8.71445
394.0;22;Fluide;4.63333
0.0;22;Fluide;3.68611
261.0;22;Fluide;1.88667
197.0;22;Fluide;2.50278
272.0;22;Fluide;2.61889
231.0;22;Fluide;0.66389
0.0;22;Fluide;1.30945
251.0;22;Fluide;4.49056
0.0;22;Fluide;1.28667
2791.0;22;Fluide;9.2
3748.0;22;Fluide;11.05
598.0;22;Fluide;14.48722
0.0;22;Fluide;0.77778
772.0;22;Fluide;0.91722
329.0;22;Fluide;3.58167
2997.0;22;Fluide;9.7
1462.0;22;Fluide;3.8
4544.0;22;Fluide;13.15
30.0;22;Inconnu;0.0
168.0;22;Fluide;2.38167
1221.0;22;Fluide;7.90667
3217.0;22;Fluide;10.1
49.0;22;Fluide;2.52222
0.0;22;Fluide;0.96833
290.0;22;Inconnu;0.0
0.0;22;Fluide;0.07445
290.0;22;Fluide;1.435
149.0;22;Fluide;3.40778
149.0;22;Fluide;1.425
149.0;22;Fluide;1.39223
0.0;22;Fluide;1.72222
0.0;22;Fluide;2.49111
0.0;22;Fluide;1.17389
333.0;22;Fluide;4.125
0.0;22;Fluide;1.705
411.0;22;Fluide;6.27167
3273.0;22;Fluide;8.7
426.0;22;Fluide;4.36889
285.0;22;Inconnu;0.0
0.0;22;Fluide;5.03833
277.0;22;Fluide;5.70222
253.0;22;Fluide;2.26611
311.0;22;Fluide;5.58222
146.0;22;Inconnu;0.0
158.0;22;Fluide;1.84722
108.0;22;Fluide;0.93945
197.0;22;Fluide;2.55556
174.0;22;Fluide;0.50556
0.0;22;Fluide;4.90278
242.0;22;Fluide;3.62
276.5;22;Fluide;3.02389
168.0;22;Fluide;1.875
465.0;22;Fluide;5.66778
228.0;22;Fluide;1.49389
2431.0;22;Fluide;8.55
658.0;22;Fluide;10.44889
658.0;22;Inconnu;0.0
260.0;22;Fluide;4.68056
260.0;22;Fluide;5.31167
0.0;22;Fluide;6.36833
0.0;22;Fluide;7.99722
836.0;22;Fluide;7.91778
236.0;22;Fluide;3.23833
231.0;22;Fluide;3.04278
0.0;22;Fluide;0.605
13.0;22;Fluide;0.35
1498.0;22;Fluide;9.2
36.0;22;Fluide;5.20778
0.0;22;Fluide;3.44444
132.0;22;Fluide;3.95945
132.0;22;Fluide;1.19111
0.0;22;Fluide;2.29667
284.0;22;Fluide;7.36
236.0;22;Inconnu;0.0
0.0;22;Fluide;13.74611
836.0;22;Fluide;8.19278
658.0;22;Fluide;4.75833
1990.0;22;Fluide;6.0
195.0;22;Fluide;4.10278
0.0;22;Fluide;4.88722
0.0;22;Fluide;4.34167
0.0;22;Fluide;4.19945
36.0;22;Fluide;5.40278
128.0;22;Fluide;1.78278
10.0;22;Fluide;0.2
103.0;22;Fluide;0.86778
140.0;22;Fluide;13.43
185.0;22;Fluide;1.52556
698.0;22;Fluide;14.24833
0.0;22;Fluide;3.0
190.0;22;Fluide;2.05945
481.0;22;Bloqué;92.56167
105.0;22;Fluide;4.72889
98.0;22;Fluide;6.37222
3454.0;22;Fluide;9.9
98.0;22;Pré-saturé;24.22833
1349.0;22;Fluide;3.6
305.0;22;Fluide;1.44722
703.0;22;Fluide;2.10111
644.0;22;Fluide;3.95945
526.0;22;Fluide;1.92667
0.0;22;Fluide;3.43945
0.0;22;Fluide;0.56444
78.0;22;Fluide;6.45
437.0;22;Inconnu;0.0
186.0;22;Fluide;0.93722
0.0;22;Fluide;3.24556
0.0;22;Fluide;4.06167
173.0;22;Fluide;4.35722
210.0;22;Fluide;5.01334
857.0;22;Fluide;11.42611
696.0;22;Fluide;5.36
652.0;22;Fluide;7.70111
1585.0;22;Fluide;14.69056
207.0;22;Fluide;1.20722
333.0;22;Fluide;1.74944
333.0;22;Fluide;4.80389
332.0;22;Fluide;5.30444
173.0;22;Fluide;3.24445
86.0;22;Fluide;1.07556
584.0;22;Fluide;8.02611
0.0;22;Fluide;3.05722
0.0;22;Fluide;3.565
0.0;22;Fluide;4.97834
137.0;22;Fluide;1.37445
0.0;22;Fluide;2.155
137.0;22;Fluide;2.05
137.0;22;Inconnu;0.0
7.0;22;Inconnu;0.0
389.0;22;Fluide;3.835
480.0;22;Fluide;6.37056
139.0;22;Fluide;2.07833
195.0;22;Fluide;4.10333
195.0;22;Fluide;0.37
151.0;22;Fluide;5.35556
389.0;22;Fluide;6.43
291.0;22;Fluide;3.41222
326.0;22;Fluide;5.60222
326.0;22;Fluide;4.27445
469.0;22;Fluide;5.89
0.0;22;Fluide;0.99
455.0;22;Fluide;7.00945
376.0;22;Fluide;2.99111
456.0;22;Fluide;1.12223
95.0;22;Inconnu;0.0
204.0;22;Inconnu;0.0
0.0;22;Fluide;2.44056
610.0;22;Fluide;6.10278
280.0;22;Fluide;4.29333
140.0;22;Fluide;3.98278
0.0;22;Fluide;4.385
263.0;22;Fluide;8.07167
175.0;22;Fluide;1.35389
0.0;22;Fluide;7.23722
393.0;22;Fluide;9.69833
1372.0;22;Fluide;8.89834
278.0;22;Fluide;3.03556
278.0;22;Fluide;1.48945
0.0;22;Saturé;32.62222
0.0;22;Fluide;3.41611
796.0;22;Inconnu;0.0
796.0;22;Fluide;7.34167
266.0;22;Fluide;5.83111
419.0;22;Inconnu;0.0
0.0;22;Pré-saturé;22.17945
743.0;22;Fluide;12.35056
943.0;22;Fluide;13.29778
473.0;22;Fluide;12.85444
745.0;22;Fluide;7.14556
652.0;22;Fluide;3.73389
0.0;22;Pré-saturé;16.85278
271.0;22;Fluide;3.57056
271.0;22;Fluide;2.58944
271.0;22;Fluide;7.545
0.0;22;Fluide;2.58944
0.0;22;Fluide;0.90611
0.0;22;Fluide;10.63722
143.0;22;Fluide;3.78223
1456.0;22;Fluide;8.77222
1449.0;22;Fluide;14.35944
190.0;22;Fluide;0.68167
1165.2;22;Inconnu;0.0
941.0;22;Fluide;5.36056
411.0;22;Fluide;3.535
161.0;22;Fluide;2.12223
411.0;22;Fluide;2.13445
205.5;22;Fluide;2.13445
571.0;22;Fluide;10.30889
186.0;22;Saturé;47.20389
316.0;22;Fluide;9.67333
479.0;22;Fluide;5.905
0.0;22;Fluide;4.655
316.0;22;Fluide;13.41111
1466.0;22;Fluide;5.35111
741.0;22;Fluide;6.52222
571.0;22;Fluide;7.58722
140.0;22;Saturé;49.32389
752.0;22;Fluide;2.88667
584.0;22;Fluide;2.37611
584.0;22;Fluide;3.11334
147.5;22;Fluide;3.87056
631.0;22;Fluide;3.79611
563.0;22;Saturé;34.235
515.0;22;Inconnu;0.0
310.0;22;Fluide;4.18167
315.0;22;Inconnu;0.0
310.0;22;Fluide;3.96611
75.0;22;Fluide;1.125
0.0;22;Fluide;10.30944
0.0;22;Fluide;8.89556
0.0;22;Fluide;1.72333
538.0;22;Fluide;5.21278
98.0;22;Fluide;9.64056
465.0;22;Fluide;2.49111
859.0;22;Fluide;6.85556
684.0;22;Pré-saturé;20.37445
601.3;22;Fluide;3.46611
257.7;22;Fluide;6.39278
69.0;22;Fluide;1.76945
0.0;22;Fluide;4.64167
0.0;22;Fluide;5.10556
281.0;22;Fluide;0.87889
287.0;22;Fluide;8.82056
345.0;22;Fluide;2.82333
711.0;22;Fluide;3.79056
1053.0;22;Fluide;2.96278
266.0;22;Fluide;0.33833
167.0;22;Fluide;1.57
75.0;22;Fluide;0.57667
582.0;22;Fluide;0.30778
237.0;22;Fluide;4.57778
75.0;22;Fluide;3.27667
139.0;22;Fluide;2.16889
273.0;22;Saturé;30.35
0.0;22;Fluide;0.24611
1124.0;22;Saturé;43.54056
242.0;22;Fluide;1.74833
1124.0;22;Bloqué;74.72945
0.0;22;Fluide;5.50833
0.0;22;Fluide;2.34667
906.0;22;Fluide;14.18778
193.0;22;Inconnu;0.0
773.0;22;Inconnu;0.0
773.0;22;Fluide;5.48334
77.0;22;Fluide;0.33056
773.0;22;Fluide;4.56223
3289.0;22;Fluide;7.4
3273.0;22;Fluide;7.35
511.0;22;Fluide;2.92278
40.0;22;Fluide;0.25
701.0;22;Fluide;2.68556
183.0;22;Fluide;1.25
77.0;22;Fluide;3.63444
466.0;22;Fluide;3.74056
229.6;22;Fluide;2.70111
77.0;22;Fluide;0.70445
77.0;22;Inconnu;0.0
161.0;22;Fluide;2.10278
29.0;22;Fluide;10.46167
481.0;22;Fluide;1.94778
465.0;22;Fluide;2.89222
0.0;22;Fluide;2.94222
417.0;22;Inconnu;0.0
183.0;22;Fluide;1.61444
0.0;22;Fluide;1.56167
438.0;22;Fluide;4.29166
425.0;22;Fluide;3.18667
0.0;22;Fluide;2.00167
0.0;22;Fluide;1.34722
0.0;22;Fluide;1.87111
338.0;22;Fluide;2.25333
0.0;22;Fluide;0.67222
0.0;22;Fluide;1.56833
0.0;22;Fluide;3.60111
204.0;22;Fluide;1.77889
168.0;22;Bloqué;81.10667
100.0;22;Bloqué;87.18778
168.0;22;Fluide;2.76667
352.0;22;Fluide;4.63222
598.0;22;Inconnu;0.0
0.0;22;Fluide;9.76778
83.0;22;Fluide;1.96222
44.0;22;Fluide;1.00889
0.0;22;Fluide;0.10611
427.0;22;Fluide;13.72278
205.5;22;Inconnu;0.0
941.0;22;Fluide;2.675
200.0;22;Fluide;4.23944
0.0;22;Fluide;4.16833
0.0;22;Fluide;3.935
0.0;22;Fluide;0.87222
0.0;22;Fluide;2.97778
0.0;22;Fluide;6.82333
0.0;22;Fluide;1.72611
0.0;22;Fluide;2.69222
0.0;22;Fluide;2.97278
194.0;22;Fluide;1.69834
194.0;22;Inconnu;0.0
1084.0;22;Fluide;4.87611
0.0;22;Fluide;5.85722
310.0;22;Fluide;3.39278
55.0;22;Fluide;1.60445
0.0;22;Saturé;45.41445
38.0;22;Fluide;5.94278
97.0;22;Fluide;1.36333
157.0;22;Fluide;1.015
488.0;22;Fluide;6.34278
0.0;22;Fluide;8.77445
0.0;22;Fluide;3.35222
0.0;22;Fluide;2.28778
306.0;22;Fluide;3.05056
474.0;22;Fluide;12.32778
184.0;22;Fluide;1.55945
184.0;22;Fluide;7.34667
0.0;22;Saturé;37.77778
1163.0;22;Saturé;37.63111
0.0;22;Saturé;37.63111
423.0;22;Fluide;2.24889
0.0;22;Pré-saturé;18.31611
824.0;22;Fluide;7.05111
144.0;22;Fluide;2.28334
1308.0;22;Fluide;4.11889
1030.0;22;Fluide;4.52944
0.0;22;Fluide;7.77334
5.0;22;Inconnu;0.0
1035.0;22;Fluide;0.63889
474.0;22;Fluide;6.39389
393.0;22;Fluide;7.99056
534.0;22;Fluide;2.715
0.0;22;Fluide;2.715
429.0;22;Fluide;0.24334
112.0;22;Fluide;2.99556
0.0;22;Fluide;3.12611
168.0;22;Fluide;2.75556
481.0;22;Fluide;8.89111
429.0;22;Fluide;2.785
447.0;22;Fluide;9.84111
0.0;22;Fluide;9.84111
359.0;22;Inconnu;0.0
782.0;22;Inconnu;0.0
873.0;22;Fluide;7.91556
782.0;22;Fluide;7.91556
406.0;22;Fluide;3.98334
0.0;22;Fluide;14.07111
359.0;22;Fluide;1.91889
0.0;22;Fluide;7.49556
284.0;22;Fluide;6.55167
376.0;22;Fluide;3.68389
0.0;22;Fluide;0.74444
66.0;22;Fluide;2.72222
66.0;22;Pré-saturé;23.14
157.0;22;Inconnu;0.0
417.0;22;Fluide;3.89333
417.0;22;Fluide;3.62389
173.0;22;Fluide;2.60167
329.0;22;Fluide;7.20167
137.0;22;Fluide;1.40167
87.0;22;Fluide;0.97
154.0;22;Fluide;0.94667
0.0;22;Fluide;1.59889
0.0;22;Fluide;2.64333
208.0;22;Fluide;1.07278
335.0;22;Inconnu;0.0
0.0;22;Fluide;2.41889
13.0;22;Fluide;0.15111
360.0;22;Inconnu;0.0
405.0;22;Fluide;4.48223
553.0;22;Saturé;46.63056
0.0;22;Fluide;1.06611
389.0;22;Fluide;6.52667
480.0;22;Fluide;6.46833
145.0;22;Fluide;2.24611
226.0;22;Fluide;12.71222
299.0;22;Inconnu;0.0
0.0;22;Fluide;0.05
116.0;22;Fluide;3.50722
127.0;22;Fluide;0.93612
0.0;22;Fluide;6.16055
226.0;22;Fluide;3.30222
226.0;22;Inconnu;0.0
239.0;22;Fluide;3.14556
131.0;22;Fluide;4.13278
117.0;22;Fluide;1.63
684.0;22;Fluide;4.15555
553.0;22;Fluide;9.72167
0.0;22;Fluide;0.10667
0.0;22;Fluide;4.36389
0.0;22;Fluide;3.15222
218.0;22;Fluide;1.42611
185.0;22;Fluide;0.84167
0.0;22;Fluide;1.38833
728.0;22;Pré-saturé;21.945
419.0;22;Fluide;3.40389
202.0;22;Fluide;3.56
0.0;22;Fluide;1.62722
67.0;22;Inconnu;0.0
374.0;22;Inconnu;0.0
0.0;22;Fluide;2.44611
374.0;22;Fluide;4.76667
276.0;22;Fluide;1.99722
132.0;22;Fluide;2.65611
343.0;22;Pré-saturé;15.66111
0.0;22;Fluide;0.67389
154.0;22;Fluide;12.91056
214.0;22;Fluide;1.17222
250.0;22;Fluide;14.07111
1030.0;22;Fluide;6.33333
46.0;22;Inconnu;0.0
284.0;22;Fluide;4.10389
160.0;22;Fluide;2.27611
0.0;22;Fluide;2.61334
348.0;22;Fluide;6.58222
46.0;22;Fluide;1.78556
390.0;22;Inconnu;0.0
132.0;22;Fluide;0.81056
255.0;22;Inconnu;0.0
255.0;22;Fluide;2.52278
181.0;22;Fluide;1.8
1014.0;22;Pré-saturé;19.15167
336.0;22;Fluide;6.33333
356.0;22;Fluide;1.93667
0.0;22;Fluide;2.04833
1014.0;22;Saturé;30.12889
0.0;22;Fluide;1.99889
0.0;22;Pré-saturé;18.16723
0.0;22;Fluide;5.37222
3133.0;22;Fluide;12.55
23.0;22;Fluide;0.1
3643.0;22;Fluide;14.45
17.0;22;Fluide;0.0
3444.0;22;Fluide;12.9
14.0;22;Fluide;0.05
0.0;22;Fluide;1.34333
911.0;22;Fluide;2.9
175.0;22;Fluide;1.55278
156.0;22;Fluide;0.41889
925.0;22;Fluide;14.24167
615.0;22;Fluide;8.68445
935.0;22;Pré-saturé;16.16833
143.0;22;Fluide;1.78722
156.0;22;Fluide;3.04
0.0;22;Pré-saturé;24.7
1155.0;22;Fluide;3.75
325.0;22;Fluide;0.41444
178.2;22;Fluide;1.36889
143.0;22;Fluide;0.59056
185.9;22;Fluide;1.80667
83.0;22;Fluide;2.14111
177.6;22;Fluide;0.37278
131.0;22;Fluide;1.55889
222.0;22;Fluide;1.80834
244.2;22;Fluide;0.82056
157.0;22;Fluide;6.59722
0.0;22;Fluide;2.96111
162.0;22;Fluide;2.21667
437.0;22;Fluide;1.14778
687.0;22;Fluide;3.48833
687.0;22;Fluide;5.24667
132.0;22;Fluide;2.81
556.0;22;Fluide;3.30834
466.0;22;Fluide;5.92945
556.0;22;Fluide;6.80556
325.0;22;Fluide;0.34222
499.0;22;Fluide;10.12389
466.0;22;Fluide;3.81
0.0;22;Fluide;2.25056
305.0;22;Fluide;2.46722
230.0;22;Fluide;3.70611
272.0;22;Fluide;0.64889
272.0;22;Fluide;3.47222
134.0;22;Fluide;1.31222
139.0;22;Fluide;2.27945
1179.0;22;Inconnu;0.0
0.0;22;Fluide;4.9
21.0;22;Fluide;0.0
27.0;22;Fluide;0.0
3205.0;22;Fluide;9.4
3417.0;22;Fluide;14.55
105.0;22;Inconnu;0.0
74.0;22;Fluide;1.48556
0.0;22;Fluide;13.59834
0.0;22;Fluide;1.0
0.0;22;Fluide;5.2
1588.0;22;Fluide;11.35
539.0;22;Fluide;2.65
34.0;22;Fluide;0.35
2971.0;22;Fluide;7.75
2225.0;22;Fluide;12.9
2240.0;22;Fluide;12.7
5.0;22;Fluide;0.05
2808.0;22;Fluide;7.8
3081.0;22;Fluide;12.0
0.0;22;Fluide;7.4
3168.0;22;Fluide;8.75
5361.0;22;Pré-saturé;17.15
0.0;22;Pré-saturé;23.15
1.0;22;Fluide;0.0
3182.0;22;Fluide;8.8
3019.0;22;Fluide;8.3
5363.0;22;Pré-saturé;17.55
106.0;22;Fluide;0.59445
116.6;22;Fluide;1.34278
185.0;22;Fluide;2.63334
185.0;22;Fluide;3.84278
323.0;22;Fluide;1.54444
140.0;22;Fluide;1.09556
323.0;22;Inconnu;0.0
230.0;22;Inconnu;0.0
140.0;22;Fluide;0.77223
78.0;22;Fluide;0.55945
0.0;22;Fluide;0.56278
98.0;22;Fluide;0.52833
58.0;22;Fluide;1.15611
2951.0;22;Fluide;8.05
3766.0;22;Fluide;11.9
5396.0;22;Fluide;14.65
4209.0;22;Fluide;14.4
2528.0;22;Fluide;6.6
741.0;22;Fluide;3.455
557.0;22;Fluide;0.39
218.0;22;Fluide;1.20945
221.0;22;Fluide;1.48056
0.0;22;Fluide;3.03889
555.6;22;Inconnu;0.0
465.0;22;Fluide;5.00445
483.0;22;Fluide;4.00389
483.0;22;Inconnu;0.0
490.0;22;Fluide;3.92389
0.0;22;Fluide;3.705
0.0;22;Fluide;5.57833
184.0;22;Fluide;7.82056
0.0;22;Fluide;1.18333
132.0;22;Fluide;1.11945
0.0;22;Fluide;4.51334
3744.0;22;Fluide;9.85
0.0;22;Fluide;12.6
28.0;22;Fluide;0.45
3332.0;22;Fluide;14.2
383.0;22;Fluide;2.2
434.0;22;Fluide;6.42333
511.0;22;Fluide;2.7
3492.0;22;Fluide;14.75
241.0;22;Fluide;4.33556
0.0;22;Pré-saturé;21.7
590.2;22;Inconnu;0.0
1968.0;22;Fluide;4.9
1205.0;22;Fluide;3.0
3508.0;22;Fluide;8.75
3273.0;22;Fluide;9.65
0.0;22;Fluide;6.75
3198.0;22;Fluide;7.95
0.0;22;Fluide;10.6
856.0;22;Fluide;5.7
0.0;22;Saturé;48.7
154.0;22;Fluide;1.36722
132.0;22;Fluide;8.58111
631.0;22;Saturé;35.33333
345.0;22;Fluide;2.23111
0.0;22;Fluide;4.13222
294.0;22;Fluide;3.98833
319.0;22;Fluide;3.28945
528.0;22;Fluide;7.87611
377.0;22;Fluide;3.28945
114.0;22;Inconnu;0.0
496.0;22;Fluide;0.98834
0.0;22;Fluide;6.53167
90.0;22;Fluide;11.21778
112.0;22;Inconnu;0.0
0.0;22;Fluide;4.03722
438.0;22;Pré-saturé;22.74667
683.0;22;Fluide;6.31778
97.0;22;Fluide;2.08722
230.0;22;Fluide;3.56333
287.0;22;Fluide;2.63389
496.0;22;Fluide;3.96
271.0;22;Fluide;3.93944
0.0;22;Fluide;5.59667
271.0;22;Fluide;4.86056
271.0;22;Fluide;3.21556
304.0;22;Inconnu;0.0
304.0;22;Fluide;3.63833
0.0;22;Fluide;11.51945
0.0;22;Fluide;7.09
317.0;22;Fluide;3.68444
984.0;22;Fluide;8.34222
407.0;22;Fluide;0.96556
308.0;22;Fluide;2.17278
198.0;22;Fluide;0.75333
186.0;22;Fluide;3.76278
260.1;22;Inconnu;0.0
0.0;22;Fluide;1.74667
0.0;22;Fluide;1.64334
407.0;22;Pré-saturé;17.05222
35.0;22;Fluide;12.28278
128.0;22;Fluide;2.82722
407.0;22;Fluide;8.25333
9.0;22;Inconnu;0.0
306.0;22;Fluide;1.26556
0.0;22;Fluide;0.84
306.0;22;Fluide;2.02389
226.0;22;Fluide;2.77667
329.0;22;Fluide;6.20722
44.0;22;Fluide;0.625
0.0;22;Pré-saturé;19.18
44.0;22;Fluide;0.64111
11.0;22;Fluide;3.37889
104.0;22;Fluide;1.35056
229.0;22;Fluide;2.74834
0.0;22;Fluide;0.115
0.0;22;Fluide;4.43556
47.0;22;Fluide;0.91
35.0;22;Inconnu;0.0
0.0;22;Fluide;1.05111
100.0;22;Fluide;2.08833
168.0;22;Fluide;2.09723
68.0;22;Fluide;0.88556
290.0;22;Fluide;7.30445
97.0;22;Fluide;2.005
0.0;22;Pré-saturé;29.3
457.0;22;Inconnu;0.0
4910.0;22;Pré-saturé;16.4
2397.0;22;Fluide;5.9
198.0;22;Fluide;2.38167
0.0;22;Fluide;3.55167
5185.0;22;Pré-saturé;17.0
2963.0;22;Fluide;7.85
433.0;22;Fluide;5.22944
275.0;22;Fluide;4.16389
0.0;22;Fluide;0.68555
3091.0;22;Fluide;9.4
4613.0;22;Pré-saturé;25.95
565.0;22;Saturé;36.81389
140.0;22;Fluide;9.41722
454.0;22;Inconnu;0.0
513.0;22;Fluide;1.53444
465.0;22;Fluide;8.18945
0.0;21;Inconnu;0.0
0.0;21;Fluide;1.0
4127.0;21;Fluide;14.5
0.0;21;Fluide;0.0
3093.0;21;Fluide;9.25
29.0;21;Fluide;0.05
23.0;21;Fluide;0.05
4321.0;21;Fluide;9.35
5431.0;21;Pré-saturé;18.7
645.0;21;Fluide;3.9
3521.0;21;Fluide;7.4
5158.0;21;Pré-saturé;15.05
472.0;21;Fluide;2.7
3745.0;21;Fluide;10.45
1664.0;21;Fluide;4.05
2925.0;21;Fluide;8.2
5279.0;21;Pré-saturé;16.2
5114.0;21;Pré-saturé;16.05
86.0;21;Fluide;0.46056
0.0;21;Fluide;0.62333
317.0;21;Inconnu;0.0
126.0;21;Fluide;0.81833
126.0;21;Fluide;0.58556
126.0;21;Fluide;0.55778
126.0;21;Inconnu;0.0
175.0;21;Fluide;2.03
1072.0;21;Fluide;4.05445
132.0;21;Inconnu;0.0
0.0;21;Fluide;2.97167
3367.0;21;Fluide;9.25
2765.0;21;Fluide;7.65
3372.0;21;Fluide;10.05
0.0;21;Pré-saturé;21.6
5776.0;21;Pré-saturé;16.8
4787.0;21;Pré-saturé;17.7
4842.0;21;Pré-saturé;17.1
3828.0;21;Fluide;11.5
5899.0;21;Pré-saturé;21.45
149.0;21;Fluide;0.47389
0.0;21;Fluide;1.46278
783.0;21;Fluide;3.64278
0.0;21;Fluide;0.26445
540.0;21;Fluide;0.26445
0.0;21;Fluide;3.35389
254.0;21;Fluide;1.12334
138.0;21;Fluide;1.22945
634.0;21;Fluide;4.155
634.0;21;Fluide;9.57945
0.0;21;Fluide;2.86111
204.0;21;Fluide;2.82611
637.0;21;Fluide;7.02222
204.0;21;Fluide;3.32
400.0;21;Fluide;3.02889
151.0;21;Fluide;5.12056
164.0;21;Fluide;3.93278
0.0;21;Fluide;13.915
0.0;21;Fluide;1.15611
0.0;21;Pré-saturé;20.46222
0.0;21;Fluide;0.97111
126.0;21;Fluide;1.11667
0.0;21;Fluide;5.49111
0.0;21;Fluide;3.20945
126.0;21;Fluide;0.80945
646.0;21;Fluide;3.64278
3378.0;21;Fluide;8.85
0.0;21;Fluide;13.0
0.0;21;Fluide;8.9
553.0;21;Fluide;3.22556
350.0;21;Fluide;1.95
0.0;21;Fluide;6.45
99.0;21;Inconnu;0.0
499.0;21;Fluide;2.5
239.0;21;Fluide;3.98667
850.0;21;Fluide;4.3
3048.0;21;Fluide;7.7
30.0;21;Fluide;0.0
3115.0;21;Fluide;7.55
102.0;21;Fluide;0.65
0.0;21;Fluide;7.7
0.0;21;Saturé;49.3
176.0;21;Fluide;1.75278
324.0;21;Fluide;1.11
125.0;21;Inconnu;0.0
286.0;21;Fluide;1.76111
0.0;21;Fluide;3.55722
129.0;21;Fluide;1.95167
133.0;21;Fluide;2.52111
133.0;21;Fluide;3.61945
129.0;21;Inconnu;0.0
430.0;21;Fluide;0.06833
430.0;21;Fluide;2.54222
514.0;21;Fluide;9.42278
0.0;21;Fluide;9.42278
543.0;21;Fluide;7.82722
676.0;21;Fluide;8.01611
753.0;21;Fluide;7.37333
753.0;21;Fluide;7.30056
704.0;21;Fluide;9.28167
265.0;21;Fluide;5.07222
280.0;21;Fluide;4.87223
352.0;21;Inconnu;0.0
280.0;21;Fluide;4.05445
549.0;21;Fluide;4.97667
675.0;21;Inconnu;0.0
265.0;21;Fluide;5.09556
0.0;21;Fluide;9.39778
0.0;21;Fluide;4.66
675.0;21;Fluide;10.71056
0.0;21;Fluide;0.5
0.0;21;Fluide;0.84111
0.0;21;Fluide;2.67389
137.0;21;Inconnu;0.0
137.0;21;Fluide;2.21722
0.0;21;Fluide;2.11889
69.0;21;Fluide;3.52333
251.0;21;Fluide;2.14778
69.0;21;Pré-saturé;29.61889
251.0;21;Fluide;5.15111
174.0;21;Fluide;2.09723
228.0;21;Fluide;1.72889
491.0;21;Fluide;6.78444
190.0;21;Fluide;3.02444
310.0;21;Fluide;6.93333
310.0;21;Fluide;5.36611
264.0;21;Inconnu;0.0
177.0;21;Fluide;2.15222
0.0;21;Fluide;2.46055
219.0;21;Fluide;2.73167
0.0;21;Fluide;1.47167
176.0;21;Inconnu;0.0
0.0;21;Fluide;3.06667
488.0;21;Fluide;5.44611
213.0;21;Inconnu;0.0
118.0;21;Fluide;1.30833
176.0;21;Fluide;0.95667
194.0;21;Bloqué;77.68667
169.0;21;Fluide;1.46611
174.0;21;Fluide;3.13834
0.0;21;Fluide;2.79722
174.0;21;Fluide;1.53889
0.0;21;Fluide;1.53278
0.0;21;Fluide;1.73222
0.0;21;Fluide;1.32445
30.0;21;Fluide;1.70889
158.0;21;Fluide;4.39611
143.0;21;Fluide;3.0
422.0;21;Pré-saturé;16.16
416.0;21;Fluide;6.31722
317.0;21;Fluide;6.37834
147.0;21;Fluide;1.93222
422.0;21;Inconnu;0.0
0.0;21;Fluide;9.09667
194.0;21;Fluide;0.895
142.0;21;Fluide;3.98833
0.0;21;Fluide;1.61833
181.0;21;Fluide;3.19056
0.0;21;Fluide;5.14722
19.0;21;Fluide;0.26556
186.0;21;Saturé;30.50056
367.0;21;Inconnu;0.0
412.0;21;Inconnu;0.0
251.0;21;Fluide;6.26722
610.0;21;Fluide;6.73
197.0;21;Inconnu;0.0
506.0;21;Fluide;5.18667
610.0;21;Saturé;49.76333
487.0;21;Fluide;2.26389
0.0;21;Fluide;1.68722
902.0;21;Pré-saturé;15.38
909.0;21;Fluide;0.84
0.0;21;Fluide;0.02667
0.0;21;Fluide;11.67333
330.0;21;Fluide;3.345
0.0;21;Fluide;5.37
117.0;21;Inconnu;0.0
104.0;21;Fluide;1.24667
